"PlotID","fungi_H0","fungi_H1","fungi_H2","fungi_patho_H0","fungi_patho_H1","fungi_patho_H2","fungi_patho_N","fungi_sapo_H0","fungi_sapo_H1","fungi_sapo_H2","fungi_sapo_N","fungi_symbio_H0","fungi_symbio_H1","fungi_symbio_H2","fungi_symbio_N"
1,1141,118.432262832684,20.861898584821,66,17.7578103606093,6.35453771686301,0.0221754385964912,270,36.3432321283773,12.9647864515175,0.313122807017544,73,12.4010495162963,6.37378597664976,0.0415087719298246
2,1531,191.317598474633,58.8465885928513,94,34.4685835596432,19.5953577155074,0.0281052631578947,353,51.762281747372,20.9926909962824,0.326157894736842,84,23.7102011420485,10.9287516314257,0.0322280701754386
3,1197,125.180876269764,26.7366569639512,67,17.585695962816,8.66782012022787,0.0329473684210526,265,20.2805408480169,7.36771756909524,0.48980701754386,96,34.6958139371981,21.1440974092945,0.0411228070175439
4,1320,116.272907789025,34.1947440878614,75,15.0373274573075,6.64233024435513,0.0327543859649123,324,49.8542166395206,22.9984551475988,0.286789473684211,90,15.7525469137643,7.67838504713443,0.0361578947368421
5,1177,142.922811843393,30.3666309879423,53,12.5729849666025,6.87258531276538,0.0320350877192982,262,20.7232744093508,7.4603075602808,0.452105263157895,70,29.2051736316123,16.8809169518141,0.0275263157894737
6,1306,239.746364433613,72.113191742296,78,20.6845382278999,10.5973915883857,0.0574912280701754,301,51.5710547496778,18.5954769523784,0.349491228070175,72,12.8178743151641,4.77976739731467,0.058
7,1310,200.3577227758,62.6808295631267,65,21.3890835199504,12.8540846230337,0.0300526315789474,316,38.8940510734211,13.9317233731178,0.381947368421053,63,14.6902739976899,9.07181119645584,0.0440877192982456
8,1274,173.930307948599,45.4325315440066,82,22.6927190414283,7.80663621186113,0.0335263157894737,330,38.4146347701504,13.4598024310294,0.494631578947368,87,26.3158297979346,16.3798928063154,0.0487543859649123
9,1477,177.509270853481,47.8076084109255,71,10.2178983990465,4.48728863461093,0.0539298245614035,342,35.1890232603327,9.99424345807858,0.325526315789474,71,27.4237624604054,15.6817101324181,0.0265438596491228
10,1389,216.164979164101,73.6094942246115,63,23.752407769576,13.3603156957113,0.0244035087719298,324,48.9482993475557,18.1896994443416,0.356350877192982,80,15.7177652767373,7.97861047220851,0.0628947368421053
11,982,178.869382005052,65.7489816800145,41,7.75650030977942,3.97166864875475,0.0411578947368421,231,59.856350177239,27.4138648664132,0.207736842105263,69,19.0942720141597,10.2444039087948,0.066
12,1442,259.573254678226,90.2642366759957,65,14.5532380243559,7.27369448273878,0.0449824561403509,307,48.69472218715,19.0425878658663,0.317105263157895,110,15.0809334453861,4.50121819124068,0.0558070175438597
13,1391,152.9408798083,43.088937583028,74,17.0760719454273,8.75045234547179,0.0387543859649123,336,47.9826112937776,18.2742043257026,0.273631578947368,91,30.4023711996917,17.8369130713945,0.0325614035087719
14,1718,166.209782709815,49.0483547334017,75,5.14684849262274,2.44097113503897,0.0957894736842105,395,39.1299249694106,14.4776075308498,0.329701754385965,99,18.8621991399499,10.7462729564278,0.071719298245614
15,1580,134.790209375667,27.669116809967,80,9.72274019307461,4.20081944179961,0.0688421052631579,309,14.971605421612,4.85871604760279,0.368,99,32.7566763386477,16.9245232888471,0.0319298245614035
16,1145,170.806565463917,54.2899450008937,54,10.4757795752335,6.64196152080601,0.0705614035087719,247,32.6054944510842,10.1864788260872,0.302701754385965,97,22.8004679143634,10.1347692871311,0.0606491228070175
17,1752,210.979817181968,61.5219822643997,75,9.27352627100177,4.23567614938581,0.049,393,62.0737328186344,26.7397540144617,0.323929824561404,102,28.7396175929797,15.8393498705973,0.0391578947368421
18,1442,76.2949150967335,8.58576835616002,69,22.0394724736667,12.0704207520362,0.0229824561403509,299,53.253017736084,22.658812164129,0.202157894736842,103,21.9206820190354,10.0913865713331,0.052280701754386
19,1578,226.974556203555,72.5041500759587,80,38.8378691192948,21.6997830600201,0.0239298245614035,343,51.3135280024739,21.1190202394827,0.311754385964912,128,24.4415598502476,9.00177751106671,0.0661578947368421
20,2006,252.089028815239,49.5511646658867,104,27.2899552354554,13.6869970759389,0.0362280701754386,449,89.4889929817873,31.3942059853819,0.262666666666667,137,22.8502410267852,6.57906869994027,0.0546491228070175
21,1409,87.9308111504573,13.9873246683041,62,8.7132952885584,4.68478741090987,0.0394561403508772,330,10.7929359951263,2.95631003481458,0.436,97,21.5943569686374,8.63910867594984,0.0409298245614035
22,1554,244.661852136012,89.8775275530362,73,14.3820467521489,7.2454007052908,0.0398245614035088,368,62.3053657269455,25.6098913158287,0.3,110,19.7718395105088,8.69073679688317,0.0578771929824561
23,1276,149.470338874896,47.2690492304311,72,5.20202374670549,2.62633281703953,0.063,280,34.0521205101521,12.5924582265937,0.345280701754386,97,22.2436688712055,9.30656529378612,0.0509122807017544
24,1568,145.006084323966,37.1887085328731,72,9.89881775827387,4.37670760263514,0.0330350877192982,359,28.8799099937994,9.85984187076856,0.429964912280702,75,22.6702018236448,10.8763206960845,0.012280701754386
25,1466,212.455074157614,54.6347945649326,67,3.51923194295725,1.69999121876219,0.133298245614035,321,75.966723274098,35.8019951431274,0.272087719298246,113,36.380186874509,17.1664045527848,0.0563157894736842
26,1580,257.230786960219,94.7033569643808,71,18.1979701956528,9.11117051080677,0.0390701754385965,323,47.6828800787644,18.5942638481323,0.254421052631579,99,18.1304912397764,9.79264963601507,0.0968245614035088
27,1522,202.863132310448,64.985167620529,59,18.2756969656931,9.5761139617403,0.0213157894736842,352,43.0165432507538,14.5511775941256,0.318315789473684,123,16.9523280061354,8.35762817381643,0.103649122807018
28,1517,158.946551131801,41.2416035446302,71,12.9057575906924,4.94780272139887,0.0336842105263158,357,56.4478253861972,23.129429902919,0.234438596491228,105,17.6649189297202,7.63162098955948,0.0529649122807018
29,1851,218.761401201776,36.4468811666772,93,15.4448755185156,5.86772794347807,0.0284210526315789,350,25.4009743757846,5.52209475399307,0.351789473684211,126,20.2723944954123,9.34939513633826,0.0861228070175439
30,1331,226.366698423299,57.593930844101,68,20.4661895072989,9.221415905587,0.0420175438596491,282,49.0893143557629,20.6458566527118,0.277035087719298,108,29.1365027749101,11.9195129832606,0.0788771929824561
31,1805,230.785475690718,64.2027106230292,89,12.9669171847976,4.77695584775987,0.0451052631578947,415,40.5040947495442,12.766008470756,0.346315789473684,121,21.615919750254,8.78357488831413,0.0536140350877193
