"PlotID","fungi_H0","fungi_H1","fungi_H2","fungi_patho_H0","fungi_patho_H1","fungi_patho_H2","fungi_patho_N","fungi_sapo_H0","fungi_sapo_H1","fungi_sapo_H2","fungi_sapo_N","fungi_symbio_H0","fungi_symbio_H1","fungi_symbio_H2","fungi_symbio_N"
32,1348,81.4067200713125,25.0651709875144,71,9.586119167685,4.39583922728507,0.0307719298245614,314,16.1896328910513,7.5644474814655,0.462964912280702,104,11.446338787399,4.80404180325491,0.0403859649122807
33,1629,197.041519433891,68.9847788875407,85,6.18393244959238,2.50399403348315,0.0520526315789474,383,41.3594486711446,16.9342719773106,0.374684210526316,94,12.8381179160712,5.43698611263689,0.0525087719298246
34,1674,199.477538235946,64.4871658630946,81,13.954764823902,8.71080037084526,0.0853157894736842,410,40.2338342566554,15.0818720926046,0.37019298245614,124,31.0487773408331,14.263872830948,0.0422456140350877
35,1653,155.758897027278,42.4576367135903,75,10.1540402753662,4.04905371821831,0.0302105263157895,422,30.7728925944675,9.63491546775723,0.396894736842105,111,19.6387792976415,7.68644379099751,0.0361578947368421
36,1632,183.655504807533,56.1461723517791,91,17.6638772381893,7.71423440749344,0.0404912280701754,369,31.9158412723918,11.3473880271243,0.345210526315789,121,24.4015306305852,9.79836426675902,0.0387017543859649
37,1561,108.122336600454,24.1730323062421,79,10.8977213088163,4.37610801125252,0.0516140350877193,412,54.0371493515671,23.1365849748512,0.25640350877193,107,40.4957900497371,23.2236875304883,0.0206140350877193
38,1640,179.601723503138,60.1862673277263,83,13.8910360361217,7.0473306122449,0.0461052631578947,371,41.4059476322469,19.1129946301407,0.402771929824561,131,20.9751776031211,7.57750385325218,0.0495263157894737
39,1811,224.090990911718,75.3998209526937,94,15.4679917409264,6.54533445373062,0.046140350877193,423,56.16635802256,19.3615429763352,0.271052631578947,120,17.7850908714989,8.20132284762107,0.0954210526315789
40,1731,210.471814979095,69.5155385308217,95,5.2566832467196,3.04311381893862,0.110719298245614,412,51.1876308794491,20.6063177201772,0.35359649122807,111,16.8448762213627,8.79470112224045,0.0763333333333333
41,1653,207.99403597708,55.7058686244042,84,14.8924500245034,5.89493435716264,0.0580877192982456,321,27.6640381857453,10.738174038664,0.374157894736842,124,68.4816344802226,47.1397012297451,0.0229649122807018
42,1451,185.276423222486,49.9535995788953,75,9.52831712528642,4.63943389205137,0.0537894736842105,303,31.7785071233832,10.430050814518,0.382614035087719,115,33.8192823313972,16.8086966219338,0.044140350877193
43,1417,205.024787193338,66.3141288650277,80,13.9421385416579,5.54835141783787,0.0443859649122807,293,59.4646679837794,22.5528431011702,0.234789473684211,86,16.1537894054667,8.13896287126271,0.0694561403508772
44,1497,159.711043965538,49.0977988560652,70,10.247328509195,5.65045349934809,0.0331929824561404,343,35.0063354535361,9.61743432348531,0.262210526315789,117,16.2338979390608,6.40259427714146,0.0780526315789474
45,1491,155.079303619445,59.5392115828229,80,9.74329763077207,3.51730731664967,0.0446666666666667,374,49.7029423886029,24.2841419717784,0.287421052631579,119,17.3553023235457,5.18841064638783,0.0362280701754386
46,1764,150.613435508287,42.6296273942263,84,17.5663946728698,8.17489126263273,0.0250877192982456,409,56.1988745990954,19.3685497997304,0.218614035087719,121,15.9361494727463,7.23473811629165,0.0644210526315789
47,1996,201.304053817697,58.9423917128122,89,11.3970476848257,3.75597847876538,0.041280701754386,414,49.430413072847,19.3215650282038,0.281157894736842,167,12.0299204203508,3.82839772654934,0.102175438596491
48,1819,130.055790395611,19.8296561131149,88,16.1419449759627,6.72738861055939,0.0323684210526316,428,18.4625075832868,4.2426727297672,0.427333333333333,138,39.7556945624471,17.3909634380187,0.0407543859649123
49,1371,188.44202820585,49.3361830989816,64,8.10857304896771,3.23907589714575,0.0516842105263158,286,33.2224064436045,9.99429473393783,0.371578947368421,100,13.6654747821627,6.96485660695862,0.132964912280702
50,1282,71.7528551850522,13.466854229398,64,16.5946672810777,9.53054346837467,0.0247543859649123,313,8.95873252338924,3.25786507643326,0.468842105263158,92,15.2479015378593,7.7898911974266,0.0738245614035088
51,1372,86.3576954962339,12.5070199450821,58,1.42970430014367,1.14143721611912,0.285105263157895,297,32.9715286229943,10.015220477962,0.232140350877193,96,19.480636216722,11.4248140038542,0.0686666666666667
52,1446,110.983333805021,31.6166938011662,68,15.6362354280987,8.32023355198468,0.0506491228070175,322,18.7324857959886,9.18453433486444,0.484894736842105,83,26.4042869517957,11.3947052015327,0.0176666666666667
53,1599,167.166194389451,54.7344969212394,86,20.3286449227281,7.96402382541188,0.0445789473684211,395,39.3157695475179,16.3332163991515,0.394824561403509,104,23.6640078702557,7.81289109249444,0.023719298245614
54,1044,98.544734645634,16.4595140484764,62,26.2478320815232,14.2565318606206,0.0376491228070175,248,45.9057806542307,22.6583928440292,0.228333333333333,75,4.3807146274991,1.88137437995494,0.107070175438596
55,1628,158.176029791846,31.9532970845847,76,24.3089508147648,12.8622068340134,0.027719298245614,380,71.7934826857907,34.0616454749385,0.239543859649123,127,11.4932614372173,3.94970472250936,0.0832280701754386
56,1563,227.029029711043,77.8437627523368,75,21.5137314725945,8.84909150688099,0.0274561403508772,329,54.0800332023441,20.5883572358935,0.266350877192982,152,37.204519439849,13.7856428878216,0.0659298245614035
