"PlotID","Hill","Lat","Long","Size","Treatment","DivLev","Composition","Nb_planted_trees","Taxa","Diversity"
27,"Species richness",-1.9,103.2,10,"Island",2,"AE",24,"Birds",0
27,"Simpson diversity",-1.9,103.2,10,"Island",2,"AE",24,"Birds",0
28,"Species richness",-2,103.2,5,"Island",1,"B",6,"Birds",2
28,"Simpson diversity",-2,103.2,5,"Island",1,"B",6,"Birds",1.8
28,"Shannon diversity",-2,103.2,5,"Island",1,"B",6,"Birds",1.9
29,"Shannon diversity",-1.9,103.2,40,"Island",3,"BCD",399,"Birds",2
29,"Species richness",-1.9,103.2,40,"Island",3,"BCD",399,"Birds",2
29,"Simpson diversity",-1.9,103.2,40,"Island",3,"BCD",399,"Birds",2
30,"Species richness",-1.9,103.3,20,"Island",1,"E",100,"Birds",7
30,"Simpson diversity",-1.9,103.3,20,"Island",1,"E",100,"Birds",5.2
30,"Shannon diversity",-1.9,103.3,20,"Island",1,"E",100,"Birds",5.9
31,"Simpson diversity",-1.9,103.3,5,"Island",1,"C",6,"Birds",2.3
31,"Shannon diversity",-1.9,103.3,5,"Island",1,"C",6,"Birds",2.6
31,"Species richness",-1.9,103.3,5,"Island",1,"C",6,"Birds",3
32,"Species richness",-1.9,103.3,10,"Island",2,"CF",24,"Birds",5
32,"Simpson diversity",-1.9,103.3,10,"Island",2,"CF",24,"Birds",3.2
32,"Shannon diversity",-1.9,103.3,10,"Island",2,"CF",24,"Birds",4
33,"Simpson diversity",-2,103.3,20,"Island",3,"BDE",99,"Birds",2.7
33,"Shannon diversity",-2,103.3,20,"Island",3,"BDE",99,"Birds",2.8
33,"Species richness",-2,103.3,20,"Island",3,"BDE",99,"Birds",3
34,"Shannon diversity",-2,103.2,10,"Island",2,"BD",24,"Birds",2
34,"Species richness",-2,103.2,10,"Island",2,"BD",24,"Birds",2
34,"Simpson diversity",-2,103.2,10,"Island",2,"BD",24,"Birds",2
35,"Shannon diversity",-2,103.2,40,"Island",0,"Z",0,"Birds",1.9
35,"Species richness",-2,103.2,40,"Island",0,"Z",0,"Birds",2
35,"Simpson diversity",-2,103.2,40,"Island",0,"Z",0,"Birds",1.8
36,"Species richness",-2,103.2,20,"Island",2,"AF",100,"Birds",0
36,"Simpson diversity",-2,103.2,20,"Island",2,"AF",100,"Birds",0
36,"Shannon diversity",-2,103.2,20,"Island",2,"AF",100,"Birds",0
37,"Simpson diversity",-2,103.2,10,"Island",0,"Z",0,"Birds",1
37,"Shannon diversity",-2,103.2,10,"Island",0,"Z",0,"Birds",1
37,"Species richness",-2,103.2,10,"Island",0,"Z",0,"Birds",1
38,"Shannon diversity",-2,103.3,20,"Island",1,"D",100,"Birds",5.7
38,"Simpson diversity",-2,103.3,20,"Island",1,"D",100,"Birds",4.8
38,"Species richness",-2,103.3,20,"Island",1,"D",100,"Birds",7
39,"Shannon diversity",-2,103.3,5,"Island",2,"AC",6,"Birds",4.7
39,"Simpson diversity",-2,103.3,5,"Island",2,"AC",6,"Birds",4.5
39,"Species richness",-2,103.3,5,"Island",2,"AC",6,"Birds",5
40,"Simpson diversity",-2,103.3,5,"Island",0,"Z",0,"Birds",3.9
40,"Shannon diversity",-2,103.3,5,"Island",0,"Z",0,"Birds",4.3
40,"Species richness",-2,103.3,5,"Island",0,"Z",0,"Birds",5
41,"Species richness",-2,103.2,10,"Island",1,"A",25,"Birds",3
41,"Simpson diversity",-2,103.2,10,"Island",1,"A",25,"Birds",2.7
41,"Shannon diversity",-2,103.2,10,"Island",1,"A",25,"Birds",2.8
42,"Species richness",-2,103.2,5,"Island",1,"D",6,"Birds",2
42,"Shannon diversity",-2,103.2,5,"Island",1,"D",6,"Birds",2
42,"Simpson diversity",-2,103.2,5,"Island",1,"D",6,"Birds",2
43,"Shannon diversity",-1.9,103.3,40,"Island",1,"C",400,"Birds",2.8
43,"Species richness",-1.9,103.3,40,"Island",1,"C",400,"Birds",3
43,"Simpson diversity",-1.9,103.3,40,"Island",1,"C",400,"Birds",2.7
44,"Simpson diversity",-2,103.2,5,"Island",3,"BEF",6,"Birds",1
44,"Shannon diversity",-2,103.2,5,"Island",3,"BEF",6,"Birds",1
44,"Species richness",-2,103.2,5,"Island",3,"BEF",6,"Birds",1
45,"Simpson diversity",-2,103.2,40,"Island",1,"E",400,"Birds",3.3
