"PlotID","Lat","Long","Size","Treatment","DivLev","Composition","Nb_planted_trees","Function","value"
34,-1.951,103.245,10,"Island",2,"BD",24,"Decomposers",16.851
35,-1.952,103.247,40,"Island",0,"Z",0,"Decomposers",11.052
36,-1.951,103.248,20,"Island",2,"AF",100,"Decomposers",24.416
37,-1.951,103.249,10,"Island",0,"Z",0,"Decomposers",5.34
38,-1.952,103.25,20,"Island",1,"D",100,"Decomposers",10.855
39,-1.951,103.252,5,"Island",2,"AC",6,"Decomposers",15.528
40,-1.951,103.257,5,"Island",0,"Z",0,"Decomposers",9.685
41,-1.953,103.244,10,"Island",1,"A",25,"Decomposers",27.213
42,-1.953,103.245,5,"Island",1,"D",6,"Decomposers",3.026
43,-1.95,103.259,40,"Island",1,"C",400,"Decomposers",3.028
44,-1.953,103.248,5,"Island",3,"BEF",6,"Decomposers",14.052
45,-1.953,103.249,40,"Island",1,"E",400,"Decomposers",17.981
46,-1.954,103.242,40,"Island",2,"AB",400,"Decomposers",17.714
47,-1.954,103.244,20,"Island",2,"BE",100,"Decomposers",9.892
48,-1.954,103.245,10,"Island",3,"CEF",24,"Decomposers",9.644
49,-1.954,103.247,40,"Island",1,"F",400,"Decomposers",18.895
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Decomposers",0.096
51,-1.954,103.249,20,"Island",1,"A",100,"Decomposers",5.124
52,-1.955,103.243,40,"Island",1,"D",400,"Decomposers",19.521
53,-1.943,103.255,10,"Control",,,0,"Decomposers",2.978
54,-1.951,103.256,10,"Control",,,0,"Decomposers",9.46
55,-1.951,103.253,10,"Control",,,0,"Decomposers",10.145
56,-1.955,103.246,10,"Control",,,0,"Decomposers",19.903
1,-1.942,103.252,40,"Island",1,"A",400,"Herbivores (soil fauna)",0.132
2,-1.942,103.253,20,"Island",3,"ACF",99,"Herbivores (soil fauna)",0.611
3,-1.943,103.252,20,"Island",2,"CD",100,"Herbivores (soil fauna)",0.325
4,-1.943,103.253,10,"Island",1,"F",25,"Herbivores (soil fauna)",0.045
5,-1.945,103.252,40,"Island",1,"B",400,"Herbivores (soil fauna)",0.082
6,-1.945,103.253,5,"Island",1,"E",6,"Herbivores (soil fauna)",0.151
7,-1.945,103.255,40,"Island",3,"AEF",399,"Herbivores (soil fauna)",0.106
8,-1.946,103.249,5,"Island",1,"F",6,"Herbivores (soil fauna)",0.052
9,-1.946,103.251,10,"Island",3,"ABD",24,"Herbivores (soil fauna)",0.065
10,-1.946,103.252,20,"Island",0,"Z",0,"Herbivores (soil fauna)",0.214
11,-1.946,103.253,10,"Island",1,"D",25,"Herbivores (soil fauna)",0.043
12,-1.946,103.254,20,"Island",1,"C",100,"Herbivores (soil fauna)",0.076
13,-1.946,103.256,10,"Island",1,"E",25,"Herbivores (soil fauna)",0.025
14,-1.947,103.249,10,"Island",1,"C",25,"Herbivores (soil fauna)",0.114
15,-1.947,103.25,20,"Island",1,"B",100,"Herbivores (soil fauna)",0.033
16,-1.947,103.252,5,"Island",3,"ACD",6,"Herbivores (soil fauna)",0.035
17,-1.947,103.253,20,"Island",1,"F",100,"Herbivores (soil fauna)",0.228
18,-1.947,103.254,5,"Island",2,"DE",6,"Herbivores (soil fauna)",0.019
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Herbivores (soil fauna)",0.054
20,-1.947,103.257,10,"Island",1,"B",25,"Herbivores (soil fauna)",0.044
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Herbivores (soil fauna)",0.292
22,-1.949,103.249,5,"Island",2,"BF",6,"Herbivores (soil fauna)",0
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Herbivores (soil fauna)",0.017
24,-1.948,103.254,40,"Island",2,"CE",400,"Herbivores (soil fauna)",0.038
25,-1.949,103.256,5,"Island",1,"A",6,"Herbivores (soil fauna)",0.003
26,-1.948,103.257,40,"Island",2,"DF",400,"Herbivores (soil fauna)",0.227
27,-1.95,103.246,10,"Island",2,"AE",24,"Herbivores (soil fauna)",0.055
28,-1.95,103.248,5,"Island",1,"B",6,"Herbivores (soil fauna)",0.053
29,-1.95,103.249,40,"Island",3,"BCD",399,"Herbivores (soil fauna)",0.154
30,-1.95,103.253,20,"Island",1,"E",100,"Herbivores (soil fauna)",0.105
31,-1.95,103.254,5,"Island",1,"C",6,"Herbivores (soil fauna)",0.056
32,-1.95,103.256,10,"Island",2,"CF",24,"Herbivores (soil fauna)",0.039
33,-1.95,103.257,20,"Island",3,"BDE",99,"Herbivores (soil fauna)",0.014
34,-1.951,103.245,10,"Island",2,"BD",24,"Herbivores (soil fauna)",0.023
35,-1.952,103.247,40,"Island",0,"Z",0,"Herbivores (soil fauna)",0.044
36,-1.951,103.248,20,"Island",2,"AF",100,"Herbivores (soil fauna)",0.024
37,-1.951,103.249,10,"Island",0,"Z",0,"Herbivores (soil fauna)",0.024
38,-1.952,103.25,20,"Island",1,"D",100,"Herbivores (soil fauna)",0.253
39,-1.951,103.252,5,"Island",2,"AC",6,"Herbivores (soil fauna)",0.003
40,-1.951,103.257,5,"Island",0,"Z",0,"Herbivores (soil fauna)",0.006
41,-1.953,103.244,10,"Island",1,"A",25,"Herbivores (soil fauna)",0.508
42,-1.953,103.245,5,"Island",1,"D",6,"Herbivores (soil fauna)",0.011
43,-1.95,103.259,40,"Island",1,"C",400,"Herbivores (soil fauna)",0.248
44,-1.953,103.248,5,"Island",3,"BEF",6,"Herbivores (soil fauna)",0.342
45,-1.953,103.249,40,"Island",1,"E",400,"Herbivores (soil fauna)",0.034
46,-1.954,103.242,40,"Island",2,"AB",400,"Herbivores (soil fauna)",0.078
47,-1.954,103.244,20,"Island",2,"BE",100,"Herbivores (soil fauna)",0.059
48,-1.954,103.245,10,"Island",3,"CEF",24,"Herbivores (soil fauna)",0.013
49,-1.954,103.247,40,"Island",1,"F",400,"Herbivores (soil fauna)",0.03
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Herbivores (soil fauna)",0.052
51,-1.954,103.249,20,"Island",1,"A",100,"Herbivores (soil fauna)",0.077
52,-1.955,103.243,40,"Island",1,"D",400,"Herbivores (soil fauna)",0.05
53,-1.943,103.255,10,"Control",,,0,"Herbivores (soil fauna)",0.18
54,-1.951,103.256,10,"Control",,,0,"Herbivores (soil fauna)",0.056
55,-1.951,103.253,10,"Control",,,0,"Herbivores (soil fauna)",0.016
56,-1.955,103.246,10,"Control",,,0,"Herbivores (soil fauna)",0.006
1,-1.942,103.252,40,"Island",1,"A",400,"Predators (soil fauna)",5.092
2,-1.942,103.253,20,"Island",3,"ACF",99,"Predators (soil fauna)",1.18
3,-1.943,103.252,20,"Island",2,"CD",100,"Predators (soil fauna)",12.975
4,-1.943,103.253,10,"Island",1,"F",25,"Predators (soil fauna)",1.103
5,-1.945,103.252,40,"Island",1,"B",400,"Predators (soil fauna)",10.072
6,-1.945,103.253,5,"Island",1,"E",6,"Predators (soil fauna)",2.195
7,-1.945,103.255,40,"Island",3,"AEF",399,"Predators (soil fauna)",3.386
8,-1.946,103.249,5,"Island",1,"F",6,"Predators (soil fauna)",2.444
9,-1.946,103.251,10,"Island",3,"ABD",24,"Predators (soil fauna)",1.04
10,-1.946,103.252,20,"Island",0,"Z",0,"Predators (soil fauna)",5.599
11,-1.946,103.253,10,"Island",1,"D",25,"Predators (soil fauna)",1.574
12,-1.946,103.254,20,"Island",1,"C",100,"Predators (soil fauna)",3.554
13,-1.946,103.256,10,"Island",1,"E",25,"Predators (soil fauna)",2.819
14,-1.947,103.249,10,"Island",1,"C",25,"Predators (soil fauna)",2.426
15,-1.947,103.25,20,"Island",1,"B",100,"Predators (soil fauna)",2.128
16,-1.947,103.252,5,"Island",3,"ACD",6,"Predators (soil fauna)",1.282
17,-1.947,103.253,20,"Island",1,"F",100,"Predators (soil fauna)",18.581
18,-1.947,103.254,5,"Island",2,"DE",6,"Predators (soil fauna)",0.885
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Predators (soil fauna)",4.248
20,-1.947,103.257,10,"Island",1,"B",25,"Predators (soil fauna)",0.554
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Predators (soil fauna)",0.444
22,-1.949,103.249,5,"Island",2,"BF",6,"Predators (soil fauna)",2.852
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Predators (soil fauna)",0.379
24,-1.948,103.254,40,"Island",2,"CE",400,"Predators (soil fauna)",0.519
25,-1.949,103.256,5,"Island",1,"A",6,"Predators (soil fauna)",0.611
26,-1.948,103.257,40,"Island",2,"DF",400,"Predators (soil fauna)",2.061
27,-1.95,103.246,10,"Island",2,"AE",24,"Predators (soil fauna)",2.238
28,-1.95,103.248,5,"Island",1,"B",6,"Predators (soil fauna)",0.746
29,-1.95,103.249,40,"Island",3,"BCD",399,"Predators (soil fauna)",0.712
30,-1.95,103.253,20,"Island",1,"E",100,"Predators (soil fauna)",0.953
31,-1.95,103.254,5,"Island",1,"C",6,"Predators (soil fauna)",1.725
32,-1.95,103.256,10,"Island",2,"CF",24,"Predators (soil fauna)",1.494
33,-1.95,103.257,20,"Island",3,"BDE",99,"Predators (soil fauna)",0.342
34,-1.951,103.245,10,"Island",2,"BD",24,"Predators (soil fauna)",1.231
35,-1.952,103.247,40,"Island",0,"Z",0,"Predators (soil fauna)",0.484
36,-1.951,103.248,20,"Island",2,"AF",100,"Predators (soil fauna)",2.858
37,-1.951,103.249,10,"Island",0,"Z",0,"Predators (soil fauna)",0.146
38,-1.952,103.25,20,"Island",1,"D",100,"Predators (soil fauna)",1.472
39,-1.951,103.252,5,"Island",2,"AC",6,"Predators (soil fauna)",1.69
40,-1.951,103.257,5,"Island",0,"Z",0,"Predators (soil fauna)",0.991
41,-1.953,103.244,10,"Island",1,"A",25,"Predators (soil fauna)",2.601
42,-1.953,103.245,5,"Island",1,"D",6,"Predators (soil fauna)",0.725
43,-1.95,103.259,40,"Island",1,"C",400,"Predators (soil fauna)",0.715
44,-1.953,103.248,5,"Island",3,"BEF",6,"Predators (soil fauna)",1.372
45,-1.953,103.249,40,"Island",1,"E",400,"Predators (soil fauna)",0.363
46,-1.954,103.242,40,"Island",2,"AB",400,"Predators (soil fauna)",2.303
47,-1.954,103.244,20,"Island",2,"BE",100,"Predators (soil fauna)",2.769
48,-1.954,103.245,10,"Island",3,"CEF",24,"Predators (soil fauna)",0.573
49,-1.954,103.247,40,"Island",1,"F",400,"Predators (soil fauna)",0.486
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Predators (soil fauna)",0.305
51,-1.954,103.249,20,"Island",1,"A",100,"Predators (soil fauna)",3.691
52,-1.955,103.243,40,"Island",1,"D",400,"Predators (soil fauna)",3.513
53,-1.943,103.255,10,"Control",,,0,"Predators (soil fauna)",0.892
54,-1.951,103.256,10,"Control",,,0,"Predators (soil fauna)",0.246
55,-1.951,103.253,10,"Control",,,0,"Predators (soil fauna)",0.992
56,-1.955,103.246,10,"Control",,,0,"Predators (soil fauna)",0.633
1,-1.942,103.252,40,"Island",1,"A",400,"Predators (arthropods)",37
2,-1.942,103.253,20,"Island",3,"ACF",99,"Predators (arthropods)",31
3,-1.943,103.252,20,"Island",2,"CD",100,"Predators (arthropods)",27
4,-1.943,103.253,10,"Island",1,"F",25,"Predators (arthropods)",34
5,-1.945,103.252,40,"Island",1,"B",400,"Predators (arthropods)",39
6,-1.945,103.253,5,"Island",1,"E",6,"Predators (arthropods)",28
7,-1.945,103.255,40,"Island",3,"AEF",399,"Predators (arthropods)",31
8,-1.946,103.249,5,"Island",1,"F",6,"Predators (arthropods)",12
9,-1.946,103.251,10,"Island",3,"ABD",24,"Predators (arthropods)",18
10,-1.946,103.252,20,"Island",0,"Z",0,"Predators (arthropods)",37
11,-1.946,103.253,10,"Island",1,"D",25,"Predators (arthropods)",15
12,-1.946,103.254,20,"Island",1,"C",100,"Predators (arthropods)",16
13,-1.946,103.256,10,"Island",1,"E",25,"Predators (arthropods)",22
14,-1.947,103.249,10,"Island",1,"C",25,"Predators (arthropods)",39
15,-1.947,103.25,20,"Island",1,"B",100,"Predators (arthropods)",23
16,-1.947,103.252,5,"Island",3,"ACD",6,"Predators (arthropods)",22
17,-1.947,103.253,20,"Island",1,"F",100,"Predators (arthropods)",49
18,-1.947,103.254,5,"Island",2,"DE",6,"Predators (arthropods)",14
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Predators (arthropods)",34
20,-1.947,103.257,10,"Island",1,"B",25,"Predators (arthropods)",22
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Predators (arthropods)",29
22,-1.949,103.249,5,"Island",2,"BF",6,"Predators (arthropods)",8
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Predators (arthropods)",18
24,-1.948,103.254,40,"Island",2,"CE",400,"Predators (arthropods)",76
25,-1.949,103.256,5,"Island",1,"A",6,"Predators (arthropods)",12
26,-1.948,103.257,40,"Island",2,"DF",400,"Predators (arthropods)",16
27,-1.95,103.246,10,"Island",2,"AE",24,"Predators (arthropods)",26
28,-1.95,103.248,5,"Island",1,"B",6,"Predators (arthropods)",26
29,-1.95,103.249,40,"Island",3,"BCD",399,"Predators (arthropods)",22
30,-1.95,103.253,20,"Island",1,"E",100,"Predators (arthropods)",12
31,-1.95,103.254,5,"Island",1,"C",6,"Predators (arthropods)",19
32,-1.95,103.256,10,"Island",2,"CF",24,"Predators (arthropods)",32
33,-1.95,103.257,20,"Island",3,"BDE",99,"Predators (arthropods)",22
34,-1.951,103.245,10,"Island",2,"BD",24,"Predators (arthropods)",92
35,-1.952,103.247,40,"Island",0,"Z",0,"Predators (arthropods)",45
36,-1.951,103.248,20,"Island",2,"AF",100,"Predators (arthropods)",60
37,-1.951,103.249,10,"Island",0,"Z",0,"Predators (arthropods)",50
38,-1.952,103.25,20,"Island",1,"D",100,"Predators (arthropods)",17
39,-1.951,103.252,5,"Island",2,"AC",6,"Predators (arthropods)",20
40,-1.951,103.257,5,"Island",0,"Z",0,"Predators (arthropods)",15
41,-1.953,103.244,10,"Island",1,"A",25,"Predators (arthropods)",74
42,-1.953,103.245,5,"Island",1,"D",6,"Predators (arthropods)",42
43,-1.95,103.259,40,"Island",1,"C",400,"Predators (arthropods)",38
44,-1.953,103.248,5,"Island",3,"BEF",6,"Predators (arthropods)",30
45,-1.953,103.249,40,"Island",1,"E",400,"Predators (arthropods)",40
46,-1.954,103.242,40,"Island",2,"AB",400,"Predators (arthropods)",17
47,-1.954,103.244,20,"Island",2,"BE",100,"Predators (arthropods)",22
48,-1.954,103.245,10,"Island",3,"CEF",24,"Predators (arthropods)",35
49,-1.954,103.247,40,"Island",1,"F",400,"Predators (arthropods)",83
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Predators (arthropods)",30
51,-1.954,103.249,20,"Island",1,"A",100,"Predators (arthropods)",22
52,-1.955,103.243,40,"Island",1,"D",400,"Predators (arthropods)",54
53,-1.943,103.255,10,"Control",,,0,"Predators (arthropods)",27
54,-1.951,103.256,10,"Control",,,0,"Predators (arthropods)",17
55,-1.951,103.253,10,"Control",,,0,"Predators (arthropods)",19
56,-1.955,103.246,10,"Control",,,0,"Predators (arthropods)",27
1,-1.942,103.252,40,"Island",1,"A",400,"Predators (vertebrates)",243.47
2,-1.942,103.253,20,"Island",3,"ACF",99,"Predators (vertebrates)",374.45
3,-1.943,103.252,20,"Island",2,"CD",100,"Predators (vertebrates)",69.08
4,-1.943,103.253,10,"Island",1,"F",25,"Predators (vertebrates)",512.8
5,-1.945,103.252,40,"Island",1,"B",400,"Predators (vertebrates)",147.43
6,-1.945,103.253,5,"Island",1,"E",6,"Predators (vertebrates)",496.82
7,-1.945,103.255,40,"Island",3,"AEF",399,"Predators (vertebrates)",183.39
8,-1.946,103.249,5,"Island",1,"F",6,"Predators (vertebrates)",25.51
9,-1.946,103.251,10,"Island",3,"ABD",24,"Predators (vertebrates)",352.18
10,-1.946,103.252,20,"Island",0,"Z",0,"Predators (vertebrates)",757.086
11,-1.946,103.253,10,"Island",1,"D",25,"Predators (vertebrates)",1580.57
12,-1.946,103.254,20,"Island",1,"C",100,"Predators (vertebrates)",221.87
13,-1.946,103.256,10,"Island",1,"E",25,"Predators (vertebrates)",28
14,-1.947,103.249,10,"Island",1,"C",25,"Predators (vertebrates)",420.2
15,-1.947,103.25,20,"Island",1,"B",100,"Predators (vertebrates)",239.7
16,-1.947,103.252,5,"Island",3,"ACD",6,"Predators (vertebrates)",91.29
17,-1.947,103.253,20,"Island",1,"F",100,"Predators (vertebrates)",97.33
18,-1.947,103.254,5,"Island",2,"DE",6,"Predators (vertebrates)",184.974
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Predators (vertebrates)",1117.82
20,-1.947,103.257,10,"Island",1,"B",25,"Predators (vertebrates)",313.684
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Predators (vertebrates)",97.76
22,-1.949,103.249,5,"Island",2,"BF",6,"Predators (vertebrates)",412.24
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Predators (vertebrates)",178.61
24,-1.948,103.254,40,"Island",2,"CE",400,"Predators (vertebrates)",1818.32
25,-1.949,103.256,5,"Island",1,"A",6,"Predators (vertebrates)",139.74
26,-1.948,103.257,40,"Island",2,"DF",400,"Predators (vertebrates)",1076.1
27,-1.95,103.246,10,"Island",2,"AE",24,"Predators (vertebrates)",507.83
28,-1.95,103.248,5,"Island",1,"B",6,"Predators (vertebrates)",180.38
29,-1.95,103.249,40,"Island",3,"BCD",399,"Predators (vertebrates)",22.4
30,-1.95,103.253,20,"Island",1,"E",100,"Predators (vertebrates)",2457.92
31,-1.95,103.254,5,"Island",1,"C",6,"Predators (vertebrates)",79.2
32,-1.95,103.256,10,"Island",2,"CF",24,"Predators (vertebrates)",70.9
33,-1.95,103.257,20,"Island",3,"BDE",99,"Predators (vertebrates)",110.4
34,-1.951,103.245,10,"Island",2,"BD",24,"Predators (vertebrates)",1135.28
35,-1.952,103.247,40,"Island",0,"Z",0,"Predators (vertebrates)",2432.14
36,-1.951,103.248,20,"Island",2,"AF",100,"Predators (vertebrates)",18.28
37,-1.951,103.249,10,"Island",0,"Z",0,"Predators (vertebrates)",86.44
38,-1.952,103.25,20,"Island",1,"D",100,"Predators (vertebrates)",622.21
39,-1.951,103.252,5,"Island",2,"AC",6,"Predators (vertebrates)",753.9
40,-1.951,103.257,5,"Island",0,"Z",0,"Predators (vertebrates)",897.97
41,-1.953,103.244,10,"Island",1,"A",25,"Predators (vertebrates)",326.42
42,-1.953,103.245,5,"Island",1,"D",6,"Predators (vertebrates)",146.84
43,-1.95,103.259,40,"Island",1,"C",400,"Predators (vertebrates)",2677.1
44,-1.953,103.248,5,"Island",3,"BEF",6,"Predators (vertebrates)",20.83
45,-1.953,103.249,40,"Island",1,"E",400,"Predators (vertebrates)",315.17
46,-1.954,103.242,40,"Island",2,"AB",400,"Predators (vertebrates)",48.193
47,-1.954,103.244,20,"Island",2,"BE",100,"Predators (vertebrates)",317.311
48,-1.954,103.245,10,"Island",3,"CEF",24,"Predators (vertebrates)",335.13
49,-1.954,103.247,40,"Island",1,"F",400,"Predators (vertebrates)",62
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Predators (vertebrates)",78.95
51,-1.954,103.249,20,"Island",1,"A",100,"Predators (vertebrates)",294.1
52,-1.955,103.243,40,"Island",1,"D",400,"Predators (vertebrates)",10.38
53,-1.943,103.255,10,"Control",,,0,"Predators (vertebrates)",4.2
54,-1.951,103.256,10,"Control",,,0,"Predators (vertebrates)",358.8
55,-1.951,103.253,10,"Control",,,0,"Predators (vertebrates)",11
56,-1.955,103.246,10,"Control",,,0,"Predators (vertebrates)",62.62
1,-1.942,103.252,40,"Island",1,"A",400,"1/soil C:N",0.098
2,-1.942,103.253,20,"Island",3,"ACF",99,"1/soil C:N",0.085
3,-1.943,103.252,20,"Island",2,"CD",100,"1/soil C:N",0.106
4,-1.943,103.253,10,"Island",1,"F",25,"1/soil C:N",0.098
5,-1.945,103.252,40,"Island",1,"B",400,"1/soil C:N",0.088
6,-1.945,103.253,5,"Island",1,"E",6,"1/soil C:N",0.088
7,-1.945,103.255,40,"Island",3,"AEF",399,"1/soil C:N",0.094
8,-1.946,103.249,5,"Island",1,"F",6,"1/soil C:N",0.091
9,-1.946,103.251,10,"Island",3,"ABD",24,"1/soil C:N",0.086
10,-1.946,103.252,20,"Island",0,"Z",0,"1/soil C:N",0.096
11,-1.946,103.253,10,"Island",1,"D",25,"1/soil C:N",0.108
12,-1.946,103.254,20,"Island",1,"C",100,"1/soil C:N",0.089
13,-1.946,103.256,10,"Island",1,"E",25,"1/soil C:N",0.09
14,-1.947,103.249,10,"Island",1,"C",25,"1/soil C:N",0.097
15,-1.947,103.25,20,"Island",1,"B",100,"1/soil C:N",0.094
16,-1.947,103.252,5,"Island",3,"ACD",6,"1/soil C:N",0.095
17,-1.947,103.253,20,"Island",1,"F",100,"1/soil C:N",0.096
18,-1.947,103.254,5,"Island",2,"DE",6,"1/soil C:N",0.098
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"1/soil C:N",0.101
20,-1.947,103.257,10,"Island",1,"B",25,"1/soil C:N",0.095
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"1/soil C:N",0.098
22,-1.949,103.249,5,"Island",2,"BF",6,"1/soil C:N",0.093
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"1/soil C:N",0.096
24,-1.948,103.254,40,"Island",2,"CE",400,"1/soil C:N",0.1
25,-1.949,103.256,5,"Island",1,"A",6,"1/soil C:N",0.086
26,-1.948,103.257,40,"Island",2,"DF",400,"1/soil C:N",0.095
27,-1.95,103.246,10,"Island",2,"AE",24,"1/soil C:N",0.106
28,-1.95,103.248,5,"Island",1,"B",6,"1/soil C:N",0.089
29,-1.95,103.249,40,"Island",3,"BCD",399,"1/soil C:N",0.09
30,-1.95,103.253,20,"Island",1,"E",100,"1/soil C:N",0.096
31,-1.95,103.254,5,"Island",1,"C",6,"1/soil C:N",0.099
32,-1.95,103.256,10,"Island",2,"CF",24,"1/soil C:N",0.095
33,-1.95,103.257,20,"Island",3,"BDE",99,"1/soil C:N",0.08
34,-1.951,103.245,10,"Island",2,"BD",24,"1/soil C:N",0.104
35,-1.952,103.247,40,"Island",0,"Z",0,"1/soil C:N",0.11
36,-1.951,103.248,20,"Island",2,"AF",100,"1/soil C:N",0.096
37,-1.951,103.249,10,"Island",0,"Z",0,"1/soil C:N",0.106
38,-1.952,103.25,20,"Island",1,"D",100,"1/soil C:N",0.103
39,-1.951,103.252,5,"Island",2,"AC",6,"1/soil C:N",0.104
40,-1.951,103.257,5,"Island",0,"Z",0,"1/soil C:N",0.098
41,-1.953,103.244,10,"Island",1,"A",25,"1/soil C:N",0.092
42,-1.953,103.245,5,"Island",1,"D",6,"1/soil C:N",0.089
43,-1.95,103.259,40,"Island",1,"C",400,"1/soil C:N",0.083
44,-1.953,103.248,5,"Island",3,"BEF",6,"1/soil C:N",0.108
45,-1.953,103.249,40,"Island",1,"E",400,"1/soil C:N",0.107
46,-1.954,103.242,40,"Island",2,"AB",400,"1/soil C:N",0.105
47,-1.954,103.244,20,"Island",2,"BE",100,"1/soil C:N",0.116
48,-1.954,103.245,10,"Island",3,"CEF",24,"1/soil C:N",0.1
49,-1.954,103.247,40,"Island",1,"F",400,"1/soil C:N",0.098
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"1/soil C:N",0.096
51,-1.954,103.249,20,"Island",1,"A",100,"1/soil C:N",0.087
52,-1.955,103.243,40,"Island",1,"D",400,"1/soil C:N",0.088
53,-1.943,103.255,10,"Control",,,0,"1/soil C:N",0.084
54,-1.951,103.256,10,"Control",,,0,"1/soil C:N",0.085
55,-1.951,103.253,10,"Control",,,0,"1/soil C:N",0.082
56,-1.955,103.246,10,"Control",,,0,"1/soil C:N",0.095
1,-1.942,103.252,40,"Island",1,"A",400,"Soil decompaction",0.877
2,-1.942,103.253,20,"Island",3,"ACF",99,"Soil decompaction",0.8
3,-1.943,103.252,20,"Island",2,"CD",100,"Soil decompaction",0.935
4,-1.943,103.253,10,"Island",1,"F",25,"Soil decompaction",0.885
5,-1.945,103.252,40,"Island",1,"B",400,"Soil decompaction",0.826
6,-1.945,103.253,5,"Island",1,"E",6,"Soil decompaction",0.84
7,-1.945,103.255,40,"Island",3,"AEF",399,"Soil decompaction",1.282
8,-1.946,103.249,5,"Island",1,"F",6,"Soil decompaction",0.813
9,-1.946,103.251,10,"Island",3,"ABD",24,"Soil decompaction",0.806
10,-1.946,103.252,20,"Island",0,"Z",0,"Soil decompaction",0.971
11,-1.946,103.253,10,"Island",1,"D",25,"Soil decompaction",0.84
12,-1.946,103.254,20,"Island",1,"C",100,"Soil decompaction",0.885
13,-1.946,103.256,10,"Island",1,"E",25,"Soil decompaction",0.877
14,-1.947,103.249,10,"Island",1,"C",25,"Soil decompaction",0.84
15,-1.947,103.25,20,"Island",1,"B",100,"Soil decompaction",0.926
16,-1.947,103.252,5,"Island",3,"ACD",6,"Soil decompaction",0.862
17,-1.947,103.253,20,"Island",1,"F",100,"Soil decompaction",0.833
18,-1.947,103.254,5,"Island",2,"DE",6,"Soil decompaction",0.862
19,-1.947,103.256,20,"Island",6,"ABCDEF",96,"Soil decompaction",0.885
20,-1.947,103.257,10,"Island",1,"B",25,"Soil decompaction",0.98
21,-1.949,103.248,10,"Island",6,"ABCDEF",24,"Soil decompaction",0.8
22,-1.949,103.249,5,"Island",2,"BF",6,"Soil decompaction",0.787
23,-1.949,103.251,40,"Island",6,"ABCDEF",396,"Soil decompaction",0.909
24,-1.948,103.254,40,"Island",2,"CE",400,"Soil decompaction",0.87
25,-1.949,103.256,5,"Island",1,"A",6,"Soil decompaction",0.926
26,-1.948,103.257,40,"Island",2,"DF",400,"Soil decompaction",0.758
27,-1.95,103.246,10,"Island",2,"AE",24,"Soil decompaction",0.98
28,-1.95,103.248,5,"Island",1,"B",6,"Soil decompaction",0.926
29,-1.95,103.249,40,"Island",3,"BCD",399,"Soil decompaction",0.8
30,-1.95,103.253,20,"Island",1,"E",100,"Soil decompaction",0.787
31,-1.95,103.254,5,"Island",1,"C",6,"Soil decompaction",0.826
32,-1.95,103.256,10,"Island",2,"CF",24,"Soil decompaction",1.053
33,-1.95,103.257,20,"Island",3,"BDE",99,"Soil decompaction",0.893
34,-1.951,103.245,10,"Island",2,"BD",24,"Soil decompaction",0.976
35,-1.952,103.247,40,"Island",0,"Z",0,"Soil decompaction",1.058
36,-1.951,103.248,20,"Island",2,"AF",100,"Soil decompaction",1.042
37,-1.951,103.249,10,"Island",0,"Z",0,"Soil decompaction",1.01
38,-1.952,103.25,20,"Island",1,"D",100,"Soil decompaction",1.163
39,-1.951,103.252,5,"Island",2,"AC",6,"Soil decompaction",0.893
40,-1.951,103.257,5,"Island",0,"Z",0,"Soil decompaction",0.935
41,-1.953,103.244,10,"Island",1,"A",25,"Soil decompaction",0.926
42,-1.953,103.245,5,"Island",1,"D",6,"Soil decompaction",0.87
43,-1.95,103.259,40,"Island",1,"C",400,"Soil decompaction",0.885
44,-1.953,103.248,5,"Island",3,"BEF",6,"Soil decompaction",0.893
45,-1.953,103.249,40,"Island",1,"E",400,"Soil decompaction",1.316
46,-1.954,103.242,40,"Island",2,"AB",400,"Soil decompaction",1.136
47,-1.954,103.244,20,"Island",2,"BE",100,"Soil decompaction",0.87
48,-1.954,103.245,10,"Island",3,"CEF",24,"Soil decompaction",0.909
49,-1.954,103.247,40,"Island",1,"F",400,"Soil decompaction",0.775
50,-1.954,103.248,5,"Island",6,"ABCDEF",6,"Soil decompaction",1.031
51,-1.954,103.249,20,"Island",1,"A",100,"Soil decompaction",0.893
